id,keywords,adult,original_language,popularity,revenue,vote_average,vote_count,castNum,genreNum,titleNum,title
27526,2.871316374032012,0,17,5.756462,0.0,6.1,74.0,3253483,1323,1693,the crossing guard
9623,2.622514934286244,0,17,6.010579,0.0,5.5,91.0,494836,1323,852,the juror
46785,1.9649464947671773,0,22,1.196256,0.0,7.5,20.0,5878524,1095,1578,the white balloon
400,5.150654020435921,0,17,4.486179,529766.0,6.7,87.0,1948092,981,3418,things to do in denver when you're dead
880,5.682758140199743,0,57,2.030174,0.0,7.2,26.0,189175,1094,1293,antonia's line
146599,2.79450422545093,0,17,0.252287,0.0,4.5,2.0,669529,1194,3371,once upon a time... when we were colored
188588,0.0,0,17,0.531159,0.0,0.0,0.0,1774662,0,2544,last summer in the hamptons
8447,2.90277924477316,0,17,2.1516599999999997,0.0,6.3,17.0,215800,1194,1703,angels and insects
10534,4.268553856442142,0,17,9.568603999999999,10300000.0,6.3,86.0,717755,1091,1172,white squall
17414,2.427218387285785,0,17,4.814825,0.0,5.1,59.0,2496452,2161,1588,dunston checks in
13997,3.3042748407136298,0,17,8.963037,32.0,6.0,124.0,6363499,609,1011,black sheep
2086,2.4477886995524387,0,17,6.848591000000001,8175346.0,6.1,190.0,1678150,1819,1066,nick of time
61548,0.0,0,17,0.41142399999999996,0.0,6.7,3.0,291903,485,2405,the journey of august king
9095,2.7925893425698045,0,17,12.866139,12379402.0,5.7,77.0,2619022,2668,1067,mary reilly
12158,1.392836922496882,0,17,9.071127,19800000.0,4.5,113.0,437915,1954,1852,vampire in brooklyn
9283,1.0,0,17,4.670562,0.0,6.6,103.0,30523872,1803,1475,beautiful girls
9208,5.036546461410371,0,17,14.957626000000001,150270147.0,5.7,459.0,509028,2871,1165,broken arrow
40154,1.959034695971064,0,17,0.5133909999999999,0.0,7.5,6.0,1847028,609,1621,a midwinter's tale
406,4.49201175176721,0,24,12.108196000000001,0.0,7.9,695.0,3491466,485,691,la haine
45549,0.0,0,17,2.6576470000000003,0.0,5.6,13.0,9532862,4317,841,shopping
63076,1.7280113588241073,0,17,0.638211,0.0,6.8,4.0,4857238,1163,2693,heidi fleiss: hollywood madam
11062,3.3100746803188885,0,17,4.8072230000000005,0.0,6.0,67.0,60939,1323,827,city hall
13685,4.107330322539939,0,17,6.904831,560069.0,6.8,285.0,4738064,1590,1267,bottle rocket
47475,0.0,0,17,3.329264,0.0,3.3,16.0,3231065,1318,795,mr. wrong
2045,3.3514953538059817,0,17,2.464425,0.0,5.3,22.0,133135,3534,1363,unforgettable
9614,2.3422267871263625,0,17,9.592265,41205099.0,6.5,767.0,2182101,609,1266,happy gilmore
688,4.637318743624276,0,17,5.951077,182016617.0,7.3,397.0,1497998,1194,2692,the bridges of madison county
11907,2.884615759413299,0,15,1.015068,0.0,5.1,5.0,209773,1704,1383,nobody loves me
10874,2.4378315368300183,0,17,6.902423,34327391.0,6.5,93.0,6316423,3280,2146,muppet treasure island
89333,0.0,0,17,0.976707,0.0,7.0,2.0,25828329,1163,712,catwalk
96357,1.0,0,17,0.0013460000000000002,0.0,0.0,0.0,1396860,496,2574,headless body in topless bar
197,2.9543653903577103,0,17,20.755149,210000000.0,7.7,3404.0,13219954,2143,1029,braveheart
103,3.935296616625292,0,17,14.092713,28262574.0,8.1,2632.0,10799887,981,1059,taxi driver
33542,3.4592350995061913,0,11,12.314278,32392047.0,6.5,245.0,2892377,2549,1769,rumble in the bronx
43566,0.0,0,17,2.938293,0.0,5.8,37.0,1500968,1323,1465,before and after
71754,2.125208451296322,0,17,0.372697,0.0,7.5,2.0,808106,485,1642,margaret's museum
43612,2.721132739315765,0,17,1.254885,0.0,7.0,23.0,1089457,609,2276,happiness is in the field
51352,2.811933242800293,0,17,0.243986,1.0,7.3,4.0,11696,2362,1965,anne frank remembered
16934,3.9150434190546175,0,17,6.178497,0.0,6.9,19.0,7591155,1590,2723,the young poisoner's handbook
10324,2.909991470515867,0,17,2.891918,0.0,5.4,11.0,219312,1318,1040,if lucy fell
78406,2.6022492691186963,0,17,1.522412,6278139.0,5.1,7.0,1776050,1094,2003,steal big steal little
55731,2.418109613827324,0,17,1.317878,0.0,5.2,21.0,3046608,3252,1075,race the sun
32119,0.0,0,17,0.86539,0.0,7.0,7.0,4184574,485,2016,the boys of st. vincent
11066,2.9480964465589548,0,17,6.506983,70100000.0,5.4,139.0,2387360,1318,923,boomerang
11104,3.676105697871651,0,11,6.778979,0.0,7.9,249.0,6567852,1803,1705,chungking express
37975,0.0,0,34,1.702639,0.0,6.8,29.0,71706827,1194,1260,the star maker
2074,2.528948272560596,0,17,5.579088,14702438.0,6.3,66.0,6572235,1318,2171,flirting with disaster
27793,1.410554401490393,0,17,6.252377,0.0,4.4,105.0,3210231,726,4281,the neverending story iii: escape from fantasia
44284,1.4140932613790702,0,3,0.406754,0.0,4.3,3.0,6784793,485,2356,the silences of the palace
290157,0.0,0,17,0.001178,0.0,0.0,0.0,1435458,0,1321,jupiter's wife
110972,0.0,0,17,0.699066,0.0,7.0,2.0,169254,1318,1230,pie in the sky
32622,1.996290591402095,0,17,2.197439,0.0,5.6,9.0,2021706,1094,585,angela
73067,2.392532808556462,0,34,0.637554,0.0,5.4,4.0,2283217,1492,1683,frankie starlight
11863,2.1799576706864485,0,17,11.418917,9851610.0,5.1,45.0,4971183,2918,373,jade
55475,2.1611586142210477,0,19,0.29102100000000003,0.0,5.5,1.0,17706435,1803,832,nueba yol
124636,0.0,0,17,0.001838,0.0,0.0,0.0,16384944,1676,1292,sonic outlaws
9101,1.7287738596742148,0,17,5.184977,0.0,5.6,110.0,42081841,609,1379,down periscope
123360,1.0,0,17,0.276401,0.0,6.5,2.0,58612,1163,2927,from the journals of jean seberg
5757,1.919936349501015,0,17,0.5404359999999999,209935.0,3.8,2.0,974534,609,1316,man of the year
39428,2.4095626695283063,0,17,0.370342,0.0,7.2,5.0,703992,485,1232,the neon bible
124639,0.0,0,17,0.0012050000000000001,0.0,0.0,0.0,0,0,616,target
9302,2.2021676402792205,0,17,3.4027489999999996,0.0,5.9,51.0,1538337,1194,1670,up close & personal
11000,3.2769597720890435,0,17,6.499680000000001,185260553.0,6.7,303.0,263781,609,1107,the birdcage
249882,2.4347295229079697,0,17,0.9185040000000001,0.0,7.0,2.0,156074,485,1065,virgin mary
16388,2.7335569919083023,0,17,2.039196,0.0,6.3,23.0,1817616,1803,1992,the brothers mcmullen
9737,5.61142688649607,0,17,9.262184,141407024.0,6.5,1729.0,3755871,2549,709,bad boys
30765,1.7175571214025713,0,17,2.375865,0.0,5.0,31.0,465593,2643,2523,the amazing panda adventure
10474,2.2113396060697714,0,17,7.415144000000001,0.0,7.2,472.0,700995,981,2072,the basketball diaries
22279,2.5606219565137995,0,17,0.922958,851545.0,6.0,11.0,4299669,1803,2228,an awfully big adventure
30157,1.411794127618362,0,17,1.7590119999999998,0.0,6.5,21.0,971461,2428,720,amateur
568,5.273293274118968,0,17,18.761467,355237933.0,7.3,1637.0,2084701,485,748,apollo 13
11780,2.577210861149761,0,17,10.193549,31596911.0,6.5,151.0,17491146,942,638,rob roy
34996,2.6123033958790427,0,17,3.137285,0.0,6.4,46.0,77380,1121,1233,the addiction
414,5.296147259400207,0,17,13.321354000000001,336529144.0,5.2,1529.0,1898529,1828,1357,batman forever
649,4.079401406838012,0,24,10.142662,0.0,7.3,163.0,1357664,1194,1166,belle de jour
1873,1.6954122980849644,0,17,2.04189,0.0,6.4,21.0,1484460,1323,1366,beyond rangoon
5894,2.70801961153665,0,17,11.528147,1275000.0,6.8,28.0,1579347,609,1392,blue in the face
1775,0.0,0,17,5.391556,178104.0,5.9,57.0,4679619,1215,1299,canadian bacon
8839,3.645482588165355,0,17,12.812539,287928194.0,6.0,1045.0,12766290,1945,607,casper
20649,1.8846361741669881,0,17,4.558992,13071518.0,6.8,69.0,73707335,1746,823,clockers
10329,1.675113705010486,0,17,7.260574,152022101.0,5.0,214.0,2886240,5082,503,congo
8963,4.641095475686333,0,17,8.657364999999999,157387195.0,7.0,508.0,1897601,1929,1154,crimson tide
26564,1.7121491861135674,0,17,3.6203879999999997,3174695.0,7.6,71.0,5507242,1163,506,crumb
8068,5.085054953569375,0,17,6.950458,25405445.0,6.8,898.0,369905,1940,920,desperado
8512,3.107187613135845,0,17,4.646132,16140822.0,6.3,88.0,241667,2088,1846,devil in a blue dress
1572,5.679738804440834,0,17,15.138855,366101666.0,6.9,2094.0,2018391,1444,2261,die hard: with a vengeance
13552,2.5885699636886494,0,17,7.120806,0.0,5.6,57.0,2931746,2196,1789,the doom generation
259209,0.0,0,17,0.523575,0.0,0.0,0.0,2816466,981,1197,feast of july
6520,2.807769191277508,0,17,15.178338,127600435.0,5.9,319.0,4502301,2742,1166,first knight
9073,1.9250156651548989,0,17,7.575098,0.0,5.5,130.0,93683,942,2827,free willy 2 - the adventure home
10428,4.0490996081547,0,17,14.810519000000001,7563728.0,6.2,406.0,1356073,2425,706,hackers
17447,2.5547528915976407,0,17,3.196456,0.0,6.5,19.0,500466,1803,716,jeffrey
9886,3.272029380928351,0,17,11.715867999999999,19075720.0,5.5,380.0,9323681,4317,1485,johnny mnemonic
9482,4.77824505224841,0,17,8.184814999999999,113493481.0,5.4,643.0,560355,1446,1011,judge dredd
19326,2.378867700845067,0,17,3.676921,17014653.0,4.0,34.0,809840,1094,881,jury duty
9344,1.4010646945732623,0,17,4.877872,7412216.0,6.8,280.0,11019536,981,396,kids
9071,1.8992777745189848,0,17,10.058328999999999,1148752.0,7.2,64.0,430442,1094,1731,living in oblivion
8973,2.427116106549895,0,17,4.102409,0.0,5.9,87.0,2035617,2239,1641,lord of illusions
15730,0.0,0,17,0.354014,0.0,7.0,7.0,566885,1094,1765,love & human remains
47608,2.9076334973447766,0,17,2.624771,15453274.0,5.5,27.0,18011448,1804,713,mad love
2293,3.7362058925585577,0,17,8.255469999999999,2122561.0,6.8,400.0,1774438,1318,833,mallrats
9070,3.582245181980568,0,17,7.024227000000001,66000000.0,5.2,153.0,2583937,4330,3626,mighty morphin power rangers: the movie
68274,2.4151458143178894,0,17,1.01115,0.0,5.6,10.0,1372884,1803,2261,moonlight and valentino
48787,2.1304866366575625,0,17,2.466066,1.0,6.4,36.0,8108712,1552,1193,mute witness
34574,1.9672283584262331,0,17,7.720056,0.0,5.9,12.0,92420,1474,479,nadja
1642,2.495947541798632,0,17,13.304342000000002,110627965.0,5.6,359.0,10419447,3190,617,the net
11472,2.5535864096466536,0,17,8.482834,69660733.0,5.5,171.0,15039825,609,1060,nine months
36196,2.8043106059835288,0,17,1.165039,472370.0,5.8,14.0,1566841,609,959,party girl
11980,1.983792840447279,0,17,10.187623,16.0,6.4,139.0,1585888,2200,1164,the prophecy
58372,2.210594484462877,0,17,0.11971300000000001,0.0,10.0,1.0,34035,1820,829,reckless
32646,3.8440456665674176,0,17,8.180047,0.0,7.2,62.0,3338061,485,384,safe
10533,3.068000115509885,0,17,6.752119,10382407.0,5.5,111.0,269363,1948,1696,the scarlet letter
56088,0.0,0,17,0.15959600000000002,0.0,5.3,2.0,491101,1163,739,the show
10802,2.9051040426753145,0,17,17.502375,20350754.0,4.9,261.0,5438706,485,963,showgirls
10149,2.7206848937635884,0,17,5.5529459999999995,8349430.0,7.2,115.0,318179,1094,512,smoke
18402,2.3559859008644106,0,17,3.743212,50892160.0,5.7,60.0,3914887,609,2169,something to talk about
9348,4.073222679507304,0,17,13.492845,113374103.0,5.5,457.0,35799902,2688,717,species
139408,1.9977564686713043,0,17,0.913522,0.0,6.6,6.0,4080218,485,2483,the stars fell on henrietta
281,4.94995479456521,0,17,11.223055,7959291.0,6.8,334.0,285002,3265,1158,strange days
5967,2.3968373167577726,0,24,8.133881,0.0,7.6,119.0,287586,1194,2463,the umbrellas of cherbourg
79593,0.0,0,17,1.8204189999999998,5780000.0,4.6,9.0,25714885,838,1573,the tie that binds
47939,2.5278289336510023,0,17,11.002046,7025496.0,6.1,18.0,2342681,1211,1164,three wishes
36834,1.8627456715162518,0,17,4.546551999999999,339889.0,6.5,112.0,8812973,1194,1258,total eclipse
9090,3.358068349902407,0,17,7.653446000000001,47774193.0,6.3,117.0,275180,609,4328,"to wong foo, thanks for everything! julie newmar"
3512,2.42083876369364,0,17,7.490247,104324083.0,5.6,217.0,1871066,1444,2606,under siege 2: dark territory
52856,1.4140932613790702,0,17,2.8816889999999997,0.0,6.4,9.0,1300393,1704,1517,unstrung heroes
77350,1.0,0,17,0.7860229999999999,0.0,6.0,6.0,1819892,1163,848,unzipped
9560,3.1403021960163757,0,17,9.715639,50012507.0,6.5,168.0,1285970,1194,1747,a walk in the clouds
9804,2.429743905683009,0,17,16.885184,264218220.0,5.9,1017.0,564158,1548,1068,waterworld
31611,2.4201088809925633,0,17,1.8340990000000001,0.0,5.1,25.0,81286,485,1624,white man's burden
65796,2.9428929522881795,0,17,8.922139,0.0,5.9,27.0,194136,1350,820,wild bill
49805,0.0,0,17,3.727644,0.0,6.0,11.0,1796057,485,1934,the browning version
26258,2.793965499624757,0,17,3.287036,0.0,4.9,29.0,1786121,3263,1130,bushwhacked
50797,1.9364437818760756,0,65,2.4860729999999998,2616503.0,6.7,35.0,797602,485,1470,burnt by the sun
19155,3.145827396303244,0,17,3.5256489999999996,763847.0,7.7,45.0,26354513,783,1375,before the rain
76,3.292519456587238,0,17,11.304979,5535405.0,7.7,984.0,16627445,1194,1373,before sunrise
11017,1.4140932613790702,0,17,6.638116,26488734.0,6.2,464.0,3002718,609,1256,billy madison
37141,2.431009129945734,0,17,2.761837,0.0,4.7,27.0,230459,1323,1371,the babysitter
9382,3.276666619395166,0,17,3.030309,23450000.0,6.3,48.0,141385,1094,1441,boys on the side
6715,1.0,0,17,2.686342,0.0,7.2,58.0,303102,1095,721,the cure
18256,1.4111286098382827,0,17,2.2697700000000003,0.0,5.8,40.0,4244731,2724,1126,castle freak
22625,2.341106931750212,0,17,2.605521,0.0,6.5,30.0,279291,1804,1587,circle of friends
2292,1.7114094308330168,0,17,10.513367,3151130.0,7.4,769.0,3890688,609,613,clerks
1909,2.9182837418576284,0,17,7.438934,22200000.0,6.3,184.0,205157,1803,1419,don juan demarco
8984,2.2208014861887295,0,17,11.812244,214015089.0,5.9,217.0,1518593,3293,1054,disclosure
61813,1.4141581222112345,0,17,0.155859,0.0,2.5,1.0,231779,838,806,dream man
4954,2.3993029456144814,0,17,9.579155,0.0,5.1,91.0,167253,2386,850,drop zone
62488,1.692163832740118,0,34,0.710671,0.0,5.3,9.0,84025,1831,2442,destiny turns on the radio
10531,2.775907089061895,0,17,5.484156,0.0,7.1,92.0,7294580,2088,1801,death and the maiden
11929,4.789804887846629,0,17,5.8025,0.0,7.1,183.0,1301498,1746,1672,dolores claiborne
8467,5.378167587471311,0,17,9.844558000000001,247275374.0,6.5,1894.0,98141293,609,1371,dumb and dumber
10451,2.3968529367746765,0,87,4.860016000000001,7294403.0,7.5,76.0,11832746,1803,1681,eat drink man woman
20156,2.551642362776837,0,17,5.378467,0.0,6.5,64.0,814881,1250,718,exotica
18395,2.883510345499843,0,17,4.322726,6841570.0,4.3,28.0,5293039,2652,1082,exit to eden
522,5.177146093617367,0,17,11.720358000000001,5887457.0,7.3,639.0,29309210,1848,611,ed wood
397,3.266129249621537,0,17,9.146544,0.0,6.2,179.0,678964,1318,1041,french kiss
10525,2.5737743160677775,0,17,16.236745000000003,0.0,6.1,38.0,22945708,1803,1159,forget paris
27985,1.7261559687119052,0,17,2.657337,0.0,5.6,27.0,7870124,2643,3870,far from home: the adventures of yellow dog
15789,3.531943368226866,0,17,10.177977,35348597.0,6.7,404.0,3690346,3798,1158,a goofy movie
27303,1.0,0,17,8.182165,12201255.0,5.0,24.0,131508,1323,813,hideaway
21183,3.0652371095827298,0,17,4.953936,0.0,6.6,48.0,3308835,1821,504,fluke
10954,2.482742868754068,0,24,8.935058,0.0,5.9,20.0,110589,1239,919,farinelli
47867,1.4064750731690223,0,17,0.398924,3992809.0,3.0,4.0,124637,1821,518,gordy
43475,0.0,0,17,0.090452,0.0,5.0,2.0,0,3710,1440,gumby: the movie
72031,0.0,0,17,1.012197,0.0,5.4,9.0,1167310,2425,1461,the glass shield
14275,3.643204505996926,0,17,9.47666,7830611.0,7.7,91.0,323510,1163,1043,hoop dreams
1024,3.898148973056042,0,17,9.438042,3049135.0,6.9,299.0,4246203,1211,1803,heavenly creatures
17207,0.0,0,17,2.688562,26325256.0,6.0,17.0,279861,1219,1069,houseguest
13701,2.935627795581903,0,17,7.983666,0.0,6.9,90.0,605682,1707,1575,immortal beloved
14819,1.7223806351051127,0,17,9.546707000000001,17689177.0,6.0,97.0,1789269,1704,1273,heavyweights
32631,0.0,0,17,2.756986,0.0,6.0,25.0,1581688,1444,938,the hunted
11777,2.84196868046884,0,17,5.146351999999999,0.0,5.9,112.0,263215,1803,247,i.q.
628,2.9578756217117586,0,17,11.970205,223664608.0,7.2,1558.0,2642636,1345,2543,interview with the vampire
87729,2.2257092769639546,0,17,1.596058,2474000.0,5.2,10.0,472218,1194,1721,jefferson in paris
18713,2.18268343890874,0,17,0.748846,0.0,4.8,10.0,310481,1105,1284,the jerky boys
6280,3.2103112081055656,0,17,6.710215,37000000.0,4.7,381.0,45703451,1928,632,junior
9061,3.115753522099525,0,17,9.195256,0.0,6.0,124.0,63407945,2694,952,just cause
37108,2.220023490982075,0,17,5.874511,0.0,4.3,40.0,80005,4333,2423,a kid in king arthur's court
6071,1.0,0,17,7.797511999999999,0.0,5.7,83.0,119510,2425,1174,kiss of death
11,4.370987005236868,0,17,42.149696999999996,775398007.0,8.1,6778.0,76921194,2994,856,star wars
9587,3.5282018381608973,0,17,9.774994,0.0,7.0,222.0,79051,1194,1173,little women
19101,4.847823107131605,0,17,7.731725,0.0,7.4,207.0,1911502,1821,1591,a little princess
49980,2.1632393357696555,0,17,0.8450799999999999,0.0,7.4,14.0,33277591,485,1655,ladybird ladybird
17961,0.0,0,24,1.9483150000000002,0.0,6.6,22.0,262827,981,612,l'enfer
18183,4.007136618334403,0,19,4.126083,21665468.0,6.6,70.0,9823065,1194,2242,like water for chocolate
4476,2.818330985621308,0,17,12.199047,160638883.0,7.2,636.0,6163360,2434,1720,legends of the fall
11008,2.4434928927402595,0,17,9.253362,0.0,6.1,164.0,6265388,2161,1047,major payne
47504,2.20740564259021,0,17,1.8612919999999997,0.0,6.4,31.0,191356,1091,1262,little odessa
32325,3.4423896436079895,0,17,1.788829,0.0,5.7,9.0,1567413,981,1018,mi vida loca
43742,2.5860182872683737,0,17,3.290192,0.0,4.3,11.0,4534844,1194,1024,love affair
28313,5.3947318498595855,0,17,7.698525999999999,7603766.0,6.4,28.0,1883609,485,1244,losing isaiah
11318,2.4063313221799527,0,17,4.81307,0.0,6.7,67.0,5214139,1848,2340,the madness of king george
3036,1.9891637325521447,0,17,14.287753,112006296.0,6.1,272.0,5153832,3276,2610,mary shelley's frankenstein
40490,0.0,0,17,2.558118,0.0,5.1,40.0,1271423,1825,1431,man of the house
24070,2.8100465043229392,0,17,2.899608,0.0,5.2,37.0,2152387,1803,962,mixed nuts
8986,3.4192094879951886,0,17,3.770115,18137661.0,5.6,49.0,1665905,1318,950,milk money
10510,3.2665667135879177,0,17,5.831622,46264384.0,6.4,199.0,181683,1821,1973,miracle on 34th street
17402,0.0,0,17,1.1372659999999999,5.0,5.6,7.0,47245,1318,1368,miami rhapsody
38722,3.051367727690769,0,17,3.1212880000000003,0.0,7.0,11.0,683602,1094,841,my family
8438,3.572569925689915,0,17,9.518564,17381942.0,6.9,140.0,64317,981,1776,murder in the first
11593,1.9678319660243637,0,17,2.891269,0.0,7.0,56.0,14503537,1094,1206,nobody's fool
1945,3.627656339508203,0,17,5.930957,106683817.0,6.1,128.0,20076721,1323,396,nell
39310,2.917204155005907,0,17,0.629955,0.0,6.9,7.0,1240280,981,1495,new jersey drive
109560,0.0,0,17,0.004536999999999999,0.0,0.0,0.0,2198849,2425,1074,new york cop
56428,2.6232792377739926,0,17,0.42695200000000005,0.0,4.0,4.0,2140441,636,1223,beyond bedlam
